XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count,Profile hour,,,,
914.21,5.35,nan,25,2023/09/14,07:05:58,7.1992037,61.6804241,899.366,13,7,ASCENT,ASCENT,,
,,,,,,,,,,,,,,
962.34,5.84,nan,25,2023/09/14,07:14:01,7.1982171,61.6823514,408.774,5,7-US,#REF!,ASCENT,#VALUE!,
962.45,5.88,nan,25,2023/09/14,07:14:02,7.1982151,61.6823585,413.694,5,7-US,ASCENT,ASCENT,,
962.56,5.9,nan,25,2023/09/14,07:14:03,7.1981911,61.6824041,447.888,6,7-US,ASCENT,ASCENT,,
962.87,5.93,nan,25,2023/09/14,07:14:04,7.1981882,61.6824085,451.525,6,7-US,ASCENT,ASCENT,,
962.99,5.92,nan,25,2023/09/14,07:14:05,7.1981883,61.6824183,455.594,6,7-US,ASCENT,ASCENT,,
963.08,5.94,nan,25,2023/09/14,07:14:06,7.1981805,61.6824285,460.629,6,7-US,ASCENT,ASCENT,,
963.02,5.95,nan,25,2023/09/14,07:14:07,7.1981748,61.6824305,463.009,6,7-US,ASCENT,ASCENT,,
963.09,5.93,nan,25,2023/09/14,07:14:08,7.198174,61.6824287,462.289,6,7-US,ASCENT,ASCENT,,
963.09,5.95,nan,25,2023/09/14,07:14:09,7.1981729,61.6824238,461.913,8,7-US,,,,
963.15,5.95,nan,25,2023/09/14,07:14:10,7.1981657,61.6824215,461.189,8,7-US,,,,
963.1,5.97,nan,25,2023/09/14,07:14:11,7.1981548,61.6824203,461.156,8,7-US,,,,
963.03,6,nan,25,2023/09/14,07:14:12,7.1981409,61.6824116,461.515,8,7-US,ASCENT,ASCENT,,
962.91,6.01,nan,25,2023/09/14,07:14:13,7.1981413,61.6824153,462.589,8,7-US,ASCENT,ASCENT,,
962.82,5.97,nan,25,2023/09/14,07:14:14,7.1981368,61.6824096,463.071,8,7-US,ASCENT,ASCENT,,
962.71,5.92,nan,25,2023/09/14,07:14:15,7.1981336,61.6824104,464.018,8,7-US,ASCENT,ASCENT,,
962.52,5.87,nan,25,2023/09/14,07:14:16,7.1981285,61.682392,461.887,8,7-US,,,,
962.3,5.92,nan,25,2023/09/14,07:14:17,7.1981304,61.682389,461.86,8,7-US,,,,
962.23,5.95,nan,25,2023/09/14,07:14:18,7.1981292,61.6823898,463.267,8,7-US,ASCENT,ASCENT,,
962.13,5.97,nan,25,2023/09/14,07:14:19,7.1981282,61.6823899,464.25,8,7-US,ASCENT,ASCENT,,
961.98,5.95,nan,25,2023/09/14,07:14:20,7.1981286,61.6823926,465.296,8,7-US,ASCENT,ASCENT,,
961.95,5.95,nan,25,2023/09/14,07:14:21,7.1981223,61.682387,465.774,8,7-US,ASCENT,ASCENT,,
961.82,5.97,nan,25,2023/09/14,07:14:22,7.1981208,61.6823901,467.385,8,7-US,ASCENT,ASCENT,,
961.72,5.98,nan,25,2023/09/14,07:14:23,7.1981236,61.6823973,469.104,8,7-US,ASCENT,ASCENT,,
961.62,5.98,nan,25,2023/09/14,07:14:24,7.1981257,61.6824033,470.769,8,7-US,ASCENT,ASCENT,,
961.5,5.96,nan,25,2023/09/14,07:14:25,7.1981261,61.6824072,472.217,8,7-US,ASCENT,ASCENT,,
961.39,5.91,nan,25,2023/09/14,07:14:26,7.1981286,61.6824123,473.7,8,7-US,ASCENT,ASCENT,,
961.23,5.91,nan,25,2023/09/14,07:14:27,7.1981365,61.6824189,475.267,8,7-US,ASCENT,ASCENT,,
961.08,5.91,nan,25,2023/09/14,07:14:28,7.1981384,61.6824189,476.384,8,7-US,ASCENT,ASCENT,,
960.99,5.86,nan,25,2023/09/14,07:14:29,7.1981438,61.6824251,478.082,8,7-US,ASCENT,ASCENT,,
960.86,5.84,nan,25,2023/09/14,07:14:30,7.1981437,61.6824225,478.819,8,7-US,ASCENT,ASCENT,,
960.9,5.81,nan,25,2023/09/14,07:14:31,7.1981428,61.6824143,478.402,8,7-US,ASCENT,ASCENT,,
960.68,5.79,nan,25,2023/09/14,07:14:32,7.1981472,61.6824173,479.606,8,7-US,ASCENT,ASCENT,,
960.6,5.78,nan,25,2023/09/14,07:14:33,7.198146,61.6824197,481.019,8,7-US,ASCENT,ASCENT,,
960.4,5.77,nan,25,2023/09/14,07:14:34,7.1981457,61.6824228,482.575,8,7-US,ASCENT,ASCENT,,
960.34,5.8,nan,25,2023/09/14,07:14:35,7.198148,61.6824215,483.248,8,7-US,ASCENT,ASCENT,,
960.17,5.71,nan,25,2023/09/14,07:14:36,7.1981507,61.6824246,484.455,8,7-US,ASCENT,ASCENT,,
960.1,5.69,nan,25,2023/09/14,07:14:37,7.1981513,61.6824289,485.949,8,7-US,ASCENT,ASCENT,,
960.03,5.69,nan,25,2023/09/14,07:14:38,7.1981456,61.6824281,487.129,8,7-US,ASCENT,ASCENT,,
959.9,5.71,nan,25,2023/09/14,07:14:39,7.1981426,61.68243,488.539,8,7-US,ASCENT,ASCENT,,
959.76,5.73,nan,25,2023/09/14,07:14:40,7.1981374,61.6824292,489.617,8,7-US,ASCENT,ASCENT,,
959.61,5.74,nan,25,2023/09/14,07:14:41,7.1981324,61.6824243,490.258,8,7-US,ASCENT,ASCENT,,
959.44,5.73,nan,25,2023/09/14,07:14:42,7.1981284,61.6824242,491.91,8,7-US,ASCENT,ASCENT,,
959.25,5.74,nan,25,2023/09/14,07:14:43,7.1981256,61.6824215,492.521,8,7-US,ASCENT,ASCENT,,
959.2,5.8,nan,25,2023/09/14,07:14:44,7.1981263,61.6824197,492.53,8,7-US,ASCENT,ASCENT,,
959.08,5.81,nan,25,2023/09/14,07:14:45,7.1981308,61.6824226,493.305,8,7-US,ASCENT,ASCENT,,
958.98,5.86,nan,25,2023/09/14,07:14:46,7.1981331,61.6824291,495.084,8,7-US,ASCENT,ASCENT,,
958.77,5.91,nan,25,2023/09/14,07:14:47,7.1981325,61.6824244,494.668,8,7-US,ASCENT,ASCENT,,
958.67,5.94,nan,25,2023/09/14,07:14:48,7.1981349,61.6824281,495.492,8,7-US,ASCENT,ASCENT,,
958.58,5.94,nan,25,2023/09/14,07:14:49,7.1981322,61.682426,496.374,8,7-US,ASCENT,ASCENT,,
958.4,5.99,nan,25,2023/09/14,07:14:50,7.1981292,61.6824265,498.003,8,7-US,ASCENT,ASCENT,,
958.28,6.04,nan,25,2023/09/14,07:14:51,7.1981315,61.6824319,499.994,8,7-US,ASCENT,ASCENT,,
958.21,6.06,nan,25,2023/09/14,07:14:52,7.1981351,61.6824304,500.155,8,7-US,ASCENT,ASCENT,,
958.08,6.06,nan,25,2023/09/14,07:14:53,7.1981335,61.6824278,500.594,8,7-US,ASCENT,ASCENT,,
957.99,6.06,nan,25,2023/09/14,07:14:54,7.1981364,61.6824273,501.016,8,7-US,ASCENT,ASCENT,,
957.89,6.07,nan,25,2023/09/14,07:14:55,7.1981422,61.6824296,501.322,8,7-US,ASCENT,ASCENT,,
957.77,6.09,nan,25,2023/09/14,07:14:56,7.1981456,61.6824314,503.27,8,7-US,ASCENT,ASCENT,,
957.52,6.11,nan,25,2023/09/14,07:14:57,7.1981463,61.6824329,505.761,8,7-US,ASCENT,ASCENT,,
957.38,6.08,nan,25,2023/09/14,07:14:58,7.1981465,61.6824349,507.772,8,7-US,ASCENT,ASCENT,,
957.21,6.06,nan,25,2023/09/14,07:14:59,7.1981451,61.6824378,510.213,8,7-US,ASCENT,ASCENT,,
957.01,6.08,nan,25,2023/09/14,07:15:00,7.1981496,61.682443,512.279,8,7-US,ASCENT,ASCENT,,
956.81,6.06,nan,25,2023/09/14,07:15:01,7.1981558,61.6824499,513.769,8,7-US,ASCENT,ASCENT,,
956.77,6.06,nan,25,2023/09/14,07:15:02,7.198161,61.6824524,514.265,8,7-US,ASCENT,ASCENT,,
956.64,6.07,nan,25,2023/09/14,07:15:03,7.1981632,61.6824533,515.136,8,7-US,ASCENT,ASCENT,,
956.53,6.06,nan,25,2023/09/14,07:15:04,7.1981665,61.6824553,516.352,8,7-US,ASCENT,ASCENT,,
956.35,6.08,nan,25,2023/09/14,07:15:05,7.1981706,61.6824613,518.502,8,7-US,ASCENT,ASCENT,,
956.15,6.07,nan,25,2023/09/14,07:15:06,7.198171,61.6824658,521.095,8,7-US,ASCENT,ASCENT,,
955.99,6.05,nan,25,2023/09/14,07:15:07,7.1981714,61.682468,523.002,8,7-US,ASCENT,ASCENT,,
955.79,6.06,nan,25,2023/09/14,07:15:08,7.1981732,61.6824684,525.011,8,7-US,ASCENT,ASCENT,,
955.61,6.07,nan,25,2023/09/14,07:15:09,7.1981723,61.6824668,527.244,8,7-US,ASCENT,ASCENT,,
955.38,6.05,nan,25,2023/09/14,07:15:10,7.198172,61.682467,529.181,8,7-US,ASCENT,ASCENT,,
955.19,6.06,nan,25,2023/09/14,07:15:11,7.1981708,61.6824652,531.251,8,7-US,ASCENT,ASCENT,,
954.95,6.06,nan,25,2023/09/14,07:15:12,7.1981674,61.6824653,533.866,8,7-US,ASCENT,ASCENT,,
954.76,6.09,nan,25,2023/09/14,07:15:13,7.1981688,61.6824702,536.587,8,7-US,ASCENT,ASCENT,,
954.51,6.21,nan,25,2023/09/14,07:15:14,7.198172,61.6824742,538.818,8,7-US,ASCENT,ASCENT,,
954.23,6.2,nan,25,2023/09/14,07:15:15,7.1981739,61.6824755,541.194,8,7-US,ASCENT,ASCENT,,
953.91,6.13,nan,25,2023/09/14,07:15:16,7.1981756,61.6824749,543.155,8,7-US,ASCENT,ASCENT,,
953.68,6.09,nan,25,2023/09/14,07:15:17,7.1981767,61.6824788,545.703,9,7-US,ASCENT,ASCENT,,
953.5,6.17,nan,25,2023/09/14,07:15:18,7.1981774,61.6824804,548.207,9,7-US,ASCENT,ASCENT,,
953.2,6.19,nan,25,2023/09/14,07:15:19,7.1981779,61.6824826,550.7,9,7-US,ASCENT,ASCENT,,
952.99,6.17,nan,25,2023/09/14,07:15:20,7.198179,61.6824868,553.3,9,7-US,ASCENT,ASCENT,,
952.79,6.13,nan,25,2023/09/14,07:15:21,7.1981824,61.6824901,555.559,9,7-US,ASCENT,ASCENT,,
952.59,6.16,nan,25,2023/09/14,07:15:22,7.1981843,61.6824923,557.851,9,7-US,ASCENT,ASCENT,,
952.34,6.18,nan,25,2023/09/14,07:15:23,7.1981823,61.6824915,559.842,9,7-US,ASCENT,ASCENT,,
952.1,6.24,nan,25,2023/09/14,07:15:24,7.1981836,61.6824932,562.056,9,7-US,ASCENT,ASCENT,,
951.86,6.38,nan,25,2023/09/14,07:15:25,7.1981834,61.6824926,563.997,9,7-US,ASCENT,ASCENT,,
951.66,6.56,nan,25,2023/09/14,07:15:26,7.1981855,61.6824931,565.819,9,7-US,ASCENT,ASCENT,,
951.42,6.66,nan,25,2023/09/14,07:15:27,7.1981839,61.6824947,568.464,9,7-US,ASCENT,ASCENT,,
951.24,6.75,nan,25,2023/09/14,07:15:28,7.1981829,61.6824957,570.873,9,7-US,ASCENT,ASCENT,,
950.96,6.76,nan,25,2023/09/14,07:15:29,7.1981829,61.6824972,573.273,9,7-US,ASCENT,ASCENT,,
950.69,6.74,nan,25,2023/09/14,07:15:30,7.1981832,61.6824977,575.575,9,7-US,ASCENT,ASCENT,,
950.46,6.72,nan,25,2023/09/14,07:15:31,7.198183,61.682498,577.736,9,7-US,ASCENT,ASCENT,,
950.24,6.7,nan,25,2023/09/14,07:15:32,7.1981814,61.6825001,580.327,9,7-US,ASCENT,ASCENT,,
949.96,6.7,nan,25,2023/09/14,07:15:33,7.1981779,61.6825023,583.154,9,7-US,ASCENT,ASCENT,,
949.71,6.72,nan,25,2023/09/14,07:15:34,7.1981749,61.6825029,585.582,9,7-US,ASCENT,ASCENT,,
949.44,6.74,nan,25,2023/09/14,07:15:35,7.1981739,61.6825046,588.358,9,7-US,ASCENT,ASCENT,,
949.15,6.77,nan,25,2023/09/14,07:15:36,7.198175,61.6825038,590.758,9,7-US,ASCENT,ASCENT,,
948.87,6.77,nan,25,2023/09/14,07:15:37,7.1981756,61.6825045,593.495,9,7-US,ASCENT,ASCENT,,
948.64,6.8,nan,25,2023/09/14,07:15:38,7.1981746,61.6825058,595.498,9,7-US,ASCENT,ASCENT,,
948.43,6.81,nan,25,2023/09/14,07:15:39,7.1981721,61.6825059,597.163,9,7-US,ASCENT,ASCENT,,
948.22,6.84,nan,25,2023/09/14,07:15:40,7.1981702,61.6825058,599.314,9,7-US,ASCENT,ASCENT,,
948.09,6.83,nan,25,2023/09/14,07:15:41,7.1981686,61.6825049,601.186,9,7-US,ASCENT,ASCENT,,
947.81,6.81,nan,25,2023/09/14,07:15:42,7.1981676,61.6825045,602.958,9,7-US,ASCENT,ASCENT,,
947.6,6.81,nan,25,2023/09/14,07:15:43,7.1981668,61.6825055,604.828,9,7-US,ASCENT,ASCENT,,
947.43,6.78,nan,25,2023/09/14,07:15:44,7.1981648,61.6825071,607.001,9,7-US,ASCENT,ASCENT,,
947.21,6.76,nan,25,2023/09/14,07:15:45,7.1981645,61.6825061,608.722,9,7-US,ASCENT,ASCENT,,
947.01,6.76,nan,25,2023/09/14,07:15:46,7.1981649,61.682505,610.713,9,7-US,ASCENT,ASCENT,,
946.69,6.76,nan,25,2023/09/14,07:15:47,7.1981651,61.6825068,613.664,9,7-US,ASCENT,ASCENT,,
946.42,6.76,nan,25,2023/09/14,07:15:48,7.198166,61.6825071,615.83,9,7-US,ASCENT,ASCENT,,
946.27,6.76,nan,25,2023/09/14,07:15:49,7.1981643,61.682509,618.198,9,7-US,ASCENT,ASCENT,,
945.97,6.8,nan,25,2023/09/14,07:15:50,7.1981627,61.6825091,620.367,9,7-US,ASCENT,ASCENT,,
945.77,6.78,nan,25,2023/09/14,07:15:51,7.1981614,61.6825092,622.485,9,7-US,ASCENT,ASCENT,,
945.54,6.78,nan,25,2023/09/14,07:15:52,7.1981605,61.6825087,624.728,9,7-US,ASCENT,ASCENT,,
945.26,6.77,nan,25,2023/09/14,07:15:53,7.1981603,61.6825088,627.056,9,7-US,ASCENT,ASCENT,,
945.01,6.75,nan,25,2023/09/14,07:15:54,7.1981601,61.6825108,629.601,9,7-US,ASCENT,ASCENT,,
944.75,6.74,nan,25,2023/09/14,07:15:55,7.1981599,61.6825106,631.904,9,7-US,ASCENT,ASCENT,,
944.52,6.74,nan,25,2023/09/14,07:15:56,7.198159,61.6825102,634.278,9,7-US,ASCENT,ASCENT,,
944.29,6.73,nan,25,2023/09/14,07:15:57,7.1981599,61.6825097,636.533,9,7-US,ASCENT,ASCENT,,
944.05,6.7,nan,25,2023/09/14,07:15:58,7.1981606,61.6825096,638.342,9,7-US,ASCENT,ASCENT,,
943.83,6.68,nan,25,2023/09/14,07:15:59,7.1981585,61.6825098,640.451,9,7-US,ASCENT,ASCENT,,
943.55,6.65,nan,25,2023/09/14,07:16:00,7.1981569,61.6825082,642.298,9,7-US,ASCENT,ASCENT,,
943.35,6.61,nan,25,2023/09/14,07:16:01,7.198157,61.6825087,644.409,10,7-US,ASCENT,ASCENT,,
943.11,6.58,nan,25,2023/09/14,07:16:02,7.1981568,61.6825082,646.488,10,7-US,ASCENT,ASCENT,,
942.89,6.6,nan,25,2023/09/14,07:16:03,7.1981574,61.6825079,648.357,10,7-US,ASCENT,ASCENT,,
942.69,6.61,nan,25,2023/09/14,07:16:04,7.1981589,61.6825071,650.13,10,7-US,ASCENT,ASCENT,,
942.45,6.6,nan,25,2023/09/14,07:16:05,7.198161,61.6825077,652.001,10,7-US,ASCENT,ASCENT,,
942.26,6.6,nan,25,2023/09/14,07:16:06,7.198162,61.6825073,653.84,10,7-US,ASCENT,ASCENT,,
942.04,6.57,nan,25,2023/09/14,07:16:07,7.1981626,61.6825075,655.814,10,7-US,ASCENT,ASCENT,,
941.89,6.61,nan,25,2023/09/14,07:16:08,7.1981628,61.6825067,657.407,10,7-US,ASCENT,ASCENT,,
941.63,6.62,nan,25,2023/09/14,07:16:09,7.198163,61.6825065,659.09,10,7-US,ASCENT,ASCENT,,
941.43,6.65,nan,25,2023/09/14,07:16:10,7.1981633,61.6825062,660.793,10,7-US,ASCENT,ASCENT,,
941.26,6.66,nan,25,2023/09/14,07:16:11,7.1981626,61.6825063,662.464,10,7-US,ASCENT,ASCENT,,
941.02,6.68,nan,25,2023/09/14,07:16:12,7.1981624,61.682508,664.249,10,7-US,ASCENT,ASCENT,,
940.82,6.66,nan,25,2023/09/14,07:16:13,7.1981638,61.6825078,665.883,10,7-US,ASCENT,ASCENT,,
940.6,6.66,nan,25,2023/09/14,07:16:14,7.1981636,61.6825081,667.935,10,7-US,ASCENT,ASCENT,,
940.4,6.6,nan,25,2023/09/14,07:16:15,7.1981631,61.6825078,669.811,10,7-US,ASCENT,ASCENT,,
940.21,6.59,nan,25,2023/09/14,07:16:16,7.1981631,61.6825062,671.235,10,7-US,ASCENT,ASCENT,,
940.03,6.59,nan,25,2023/09/14,07:16:17,7.1981649,61.6825085,673.276,10,7-US,ASCENT,ASCENT,,
939.82,6.59,nan,25,2023/09/14,07:16:18,7.198166,61.682509,674.883,10,7-US,ASCENT,ASCENT,,
939.61,6.64,nan,25,2023/09/14,07:16:19,7.1981653,61.6825073,676.409,12,7-US,ASCENT,ASCENT,,
939.42,6.65,nan,25,2023/09/14,07:16:20,7.1981648,61.6825053,677.77,12,7-US,ASCENT,ASCENT,,
939.23,6.64,nan,25,2023/09/14,07:16:21,7.1981636,61.6825052,679.514,12,7-US,ASCENT,ASCENT,,
939,6.62,nan,25,2023/09/14,07:16:22,7.1981637,61.6825044,681.014,12,7-US,ASCENT,ASCENT,,
938.82,6.64,nan,25,2023/09/14,07:16:23,7.1981658,61.6825031,682.373,12,7-US,ASCENT,ASCENT,,
938.66,6.62,nan,25,2023/09/14,07:16:24,7.1981658,61.6825028,684.031,12,7-US,ASCENT,ASCENT,,
938.42,6.59,nan,25,2023/09/14,07:16:25,7.1981674,61.6825031,685.698,12,7-US,ASCENT,ASCENT,,
938.19,6.53,nan,25,2023/09/14,07:16:26,7.1981671,61.6825035,687.553,12,7-US,ASCENT,ASCENT,,
938.02,6.53,nan,25,2023/09/14,07:16:27,7.1981665,61.6825055,689.648,12,7-US,ASCENT,ASCENT,,
937.78,6.55,nan,25,2023/09/14,07:16:28,7.1981665,61.6825059,691.383,12,7-US,ASCENT,ASCENT,,
937.63,6.58,nan,25,2023/09/14,07:16:29,7.1981685,61.6825072,693.129,12,7-US,ASCENT,ASCENT,,
937.36,6.59,nan,25,2023/09/14,07:16:30,7.1981693,61.6825077,694.839,12,7-US,ASCENT,ASCENT,,
937.17,6.57,nan,25,2023/09/14,07:16:31,7.1981698,61.6825079,696.544,12,7-US,ASCENT,ASCENT,,
936.91,6.53,nan,25,2023/09/14,07:16:32,7.1981712,61.6825081,698.398,12,7-US,ASCENT,ASCENT,,
936.71,6.53,nan,25,2023/09/14,07:16:33,7.1981729,61.6825074,700.133,12,7-US,ASCENT,ASCENT,,
936.54,6.52,nan,25,2023/09/14,07:16:34,7.1981735,61.6825068,701.765,12,7-US,ASCENT,ASCENT,,
936.29,6.54,nan,25,2023/09/14,07:16:35,7.1981726,61.6825084,703.789,12,7-US,ASCENT,ASCENT,,
936.1,6.54,nan,25,2023/09/14,07:16:36,7.1981723,61.6825084,705.464,12,7-US,ASCENT,ASCENT,,
935.83,6.54,nan,25,2023/09/14,07:16:37,7.1981726,61.6825084,707.306,12,7-US,ASCENT,ASCENT,,
935.65,6.51,nan,25,2023/09/14,07:16:38,7.1981728,61.6825078,708.967,12,7-US,ASCENT,ASCENT,,
935.41,6.49,nan,25,2023/09/14,07:16:39,7.1981734,61.682508,710.815,12,7-US,ASCENT,ASCENT,,
935.28,6.47,nan,25,2023/09/14,07:16:40,7.1981739,61.6825067,712.467,12,7-US,ASCENT,ASCENT,,
935.02,6.45,nan,25,2023/09/14,07:16:41,7.1981739,61.6825074,714.488,12,7-US,ASCENT,ASCENT,,
934.77,6.44,nan,25,2023/09/14,07:16:42,7.1981728,61.6825087,716.679,12,7-US,ASCENT,ASCENT,,
934.57,6.43,nan,25,2023/09/14,07:16:43,7.1981716,61.6825083,718.744,12,7-US,ASCENT,ASCENT,,
934.36,6.43,nan,25,2023/09/14,07:16:44,7.1981703,61.6825112,721.273,12,7-US,ASCENT,ASCENT,,
934.1,6.41,nan,25,2023/09/14,07:16:45,7.1981697,61.682511,723.192,12,7-US,ASCENT,ASCENT,,
933.93,6.43,nan,25,2023/09/14,07:16:46,7.198169,61.6825125,725.237,12,7-US,ASCENT,ASCENT,,
933.7,6.42,nan,25,2023/09/14,07:16:47,7.1981696,61.6825141,727.36,12,7-US,ASCENT,ASCENT,,
933.47,6.4,nan,25,2023/09/14,07:16:48,7.1981699,61.6825142,729.456,12,7-US,ASCENT,ASCENT,,
933.27,6.39,nan,25,2023/09/14,07:16:49,7.1981698,61.6825133,731.161,12,7-US,ASCENT,ASCENT,,
933.02,6.39,nan,25,2023/09/14,07:16:50,7.1981695,61.682513,733.038,12,7-US,ASCENT,ASCENT,,
932.78,6.36,nan,25,2023/09/14,07:16:51,7.1981699,61.6825123,734.819,12,7-US,ASCENT,ASCENT,,
932.6,6.33,nan,25,2023/09/14,07:16:52,7.1981692,61.682511,736.647,12,7-US,ASCENT,ASCENT,,
932.41,6.31,nan,25,2023/09/14,07:16:53,7.1981683,61.6825093,738.241,12,7-US,ASCENT,ASCENT,,
932.17,6.31,nan,25,2023/09/14,07:16:54,7.1981673,61.6825079,739.801,12,7-US,ASCENT,ASCENT,,
931.98,6.28,nan,25,2023/09/14,07:16:55,7.1981671,61.6825074,741.336,13,7-US,ASCENT,ASCENT,,
931.81,6.25,nan,25,2023/09/14,07:16:56,7.1981663,61.6825079,743.22,13,7-US,ASCENT,ASCENT,,
931.58,6.22,nan,25,2023/09/14,07:16:57,7.1981667,61.6825102,745.469,13,7-US,ASCENT,ASCENT,,
931.38,6.2,nan,25,2023/09/14,07:16:58,7.1981664,61.6825096,746.978,13,7-US,ASCENT,ASCENT,,
931.22,6.18,nan,25,2023/09/14,07:16:59,7.198166,61.6825093,748.625,13,7-US,ASCENT,ASCENT,,
930.94,6.17,nan,25,2023/09/14,07:17:00,7.1981669,61.6825083,750.171,13,7-US,ASCENT,ASCENT,,
930.81,6.17,nan,25,2023/09/14,07:17:01,7.198168,61.6825084,752.062,13,7-US,ASCENT,ASCENT,,
930.53,6.17,nan,25,2023/09/14,07:17:02,7.1981691,61.6825083,753.953,13,7-US,ASCENT,ASCENT,,
930.36,6.17,nan,25,2023/09/14,07:17:03,7.1981693,61.6825074,755.769,13,7-US,ASCENT,ASCENT,,
930.17,6.15,nan,25,2023/09/14,07:17:04,7.1981692,61.6825089,757.82,13,7-US,ASCENT,ASCENT,,
930.02,6.15,nan,25,2023/09/14,07:17:05,7.1981688,61.6825093,759.649,13,7-US,ASCENT,ASCENT,,
929.78,6.11,nan,25,2023/09/14,07:17:06,7.1981683,61.6825083,761.35,13,7-US,ASCENT,ASCENT,,
929.57,6.09,nan,25,2023/09/14,07:17:07,7.1981686,61.6825098,763.521,13,7-US,ASCENT,ASCENT,,
929.33,6.11,nan,25,2023/09/14,07:17:08,7.1981673,61.6825108,765.669,13,7-US,ASCENT,ASCENT,,
929.17,6.12,nan,25,2023/09/14,07:17:09,7.1981665,61.682511,767.812,14,7-US,ASCENT,ASCENT,,
929.08,6.05,nan,25,2023/09/14,07:17:10,7.1981668,61.6825121,768.782,14,7-US,ASCENT,ASCENT,,
929.05,6.02,nan,25,2023/09/14,07:17:11,7.1981672,61.6825123,768.588,14,7-US,ASCENT,ASCENT,,
929.04,5.96,nan,25,2023/09/14,07:17:12,7.1981681,61.6825132,768.776,14,7-US,ASCENT,ASCENT,,
929.07,5.91,nan,25,2023/09/14,07:17:13,7.1981695,61.6825146,768.9,14,7-US,ASCENT,ASCENT,,
929.13,5.92,nan,25,2023/09/14,07:17:14,7.1981695,61.6825153,768.891,14,7-US,ASCENT,ASCENT,,
,,,,,,,,,,,,,,
966.77,6.96,nan,25,2023/09/14,10:04:04,7.1991749,61.6804609,424.741,10,10,#REF!,,#VALUE!,
966.67,6.97,nan,25,2023/09/14,10:04:05,7.199174,61.6804661,425.245,10,10,ASCENT,,,
966.56,6.95,nan,25,2023/09/14,10:04:06,7.1991771,61.680464,426.763,8,10,ASCENT,ASCENT,,
966.48,6.95,nan,25,2023/09/14,10:04:07,7.1991754,61.6804634,426.13,8,10,ASCENT,ASCENT,,
966.36,6.95,nan,25,2023/09/14,10:04:08,7.1991794,61.6804681,427.267,9,10,ASCENT,ASCENT,,
966.23,6.94,nan,25,2023/09/14,10:04:09,7.1991866,61.6804764,427.635,9,10,ASCENT,ASCENT,,
966.13,6.93,nan,25,2023/09/14,10:04:10,7.1991888,61.68048,428.696,9,10,ASCENT,ASCENT,,
966.01,6.94,nan,25,2023/09/14,10:04:11,7.1991921,61.680484,430.271,9,10,ASCENT,ASCENT,,
965.88,6.95,nan,25,2023/09/14,10:04:12,7.1991922,61.680489,430.41,9,10,ASCENT,ASCENT,,
965.8,7.06,nan,25,2023/09/14,10:04:13,7.1991912,61.6804929,430.642,9,10,ASCENT,ASCENT,,
965.67,7.09,nan,25,2023/09/14,10:04:14,7.1991917,61.6804955,431.628,8,10,ASCENT,ASCENT,,
965.55,7.07,nan,25,2023/09/14,10:04:15,7.1991988,61.6805035,433.364,9,10,ASCENT,ASCENT,,
965.4,7.11,nan,25,2023/09/14,10:04:16,7.1992047,61.6805108,433.903,8,10,ASCENT,ASCENT,,
965.23,7.15,nan,25,2023/09/14,10:04:17,7.199199,61.6805112,435.406,8,10,ASCENT,ASCENT,,
965.1,7.14,nan,25,2023/09/14,10:04:18,7.1991882,61.6805127,433.661,9,10,,,,
964.91,7.11,nan,25,2023/09/14,10:04:19,7.1991795,61.6805139,433.348,9,10,,,,
964.78,7.1,nan,25,2023/09/14,10:04:20,7.1991835,61.680519,433.338,9,10,,,,
964.61,7.13,nan,25,2023/09/14,10:04:21,7.1991811,61.680526,433.886,10,10,ASCENT,ASCENT,,
964.47,7.17,nan,25,2023/09/14,10:04:22,7.1991788,61.6805265,435.564,8,10,ASCENT,ASCENT,,
964.31,7.15,nan,25,2023/09/14,10:04:23,7.1991778,61.6805292,436.775,8,10,ASCENT,ASCENT,,
964.18,7.13,nan,25,2023/09/14,10:04:24,7.1991794,61.6805394,437.77,9,10,ASCENT,ASCENT,,
964.02,7.11,nan,25,2023/09/14,10:04:25,7.1991817,61.6805461,438.981,9,10,ASCENT,ASCENT,,
963.91,7.07,nan,25,2023/09/14,10:04:26,7.1991799,61.6805412,440.35,8,10,ASCENT,ASCENT,,
963.75,7.06,nan,25,2023/09/14,10:04:27,7.1991791,61.6805381,441.884,8,10,ASCENT,ASCENT,,
963.63,7.07,nan,25,2023/09/14,10:04:28,7.1991788,61.6805372,443.997,8,10,ASCENT,ASCENT,,
963.63,7.07,nan,25,2023/09/14,10:04:28,7.1991788,61.6805372,443.997,8,10,ASCENT,ASCENT,,
963.46,7.1,nan,25,2023/09/14,10:04:29,7.1991811,61.6805408,444.933,9,10,ASCENT,ASCENT,,
963.34,7.1,nan,25,2023/09/14,10:04:30,7.1991849,61.6805441,446.121,9,10,ASCENT,ASCENT,,
963.24,7.11,nan,25,2023/09/14,10:04:31,7.1991829,61.6805495,445.051,9,10,ASCENT,ASCENT,,
963.1,7.13,nan,25,2023/09/14,10:04:32,7.199182,61.6805511,446.41,8,10,ASCENT,ASCENT,,
